objectid,filename,title,creator,date,description,subject,source,type,format,language,rights,author,year,tag_narrativo,tag_gestual,proxemia,time_inicio,time_final
coll181,181.jpg,casa,Paternalista,Bajo el cielo antioqueño,"Alvaro ayuda a entrar al niño en su casa elegante, el niño cojea. Lo sienta en una silla y llama a un doctor por teléfono. El doctor entra en la sala, saluda de mano a Alvaro y revisa la pierna del niño, le da un par de palmadas en su cara antes de irse. Alvaro llama a un trabajador vestido de blanco, le dice que lo trate como a él mismo. El empleado sirve comida al niño en una mesa, el niño se pone una servilleta grande en su cuello y pide al sirviente más comida en su plato y también le sirve gaseasa. Niño come con grandes bocados. El sirviente da un cigarro y el niño lo enciende, fuma con placer recostado en la silla.. Se levanta de su silla y se sienta en otra cómodamente. Hombre llega al hogar y ve al niño fumando en la silla. Rié al verlo y le entraga al niño ropa.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Una figura de autoridad o estatus realiza una acción para imponer o demostrar autoridad. Por tanto, esto limita la autonomía de otro sujeto. Esto suele hacerse sin mostrar una mala intención directamente, es decir, los personajes de autoridad parecen actuar pensando en el bienestar del otro sujeto, aunque no tome en cuenta su opinión. Más bien, apela a reconocer las relaciones de poder, en otras palabras, a visibilizar quién puede ejercer el poder.",Arturo Acevedo Villarino,1925,cuidado,satisfaccion,distanciamedia,00:29:50,00:35:18
coll182,182.jpg,paseo,Elegancia,Bajo el cielo antioqueño,"Un hombre y dos mujeres caminan por los járdines elegantes, tienen una amplia fuente de agua y sillas, consienten a un pájaro grande que parece un pavo real-. Alvaro y lina se van en canóa por el rio. Cuando llegan a su destin  un trabajador negro detiene la embarcación para que puedan bajarse. Todos tienen trajes elegantes.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,elegancia,elegancia,cercanos,00:35:19,00:36:49
coll183,183.jpg,entrega de la carta,Servidumbre,Bajo el cielo antioqueño,"Se muestran algunas imágenes de una plaza y una estatua de Bolivar. Hombre le habla con cautela al niño sirviente, lo toma del hombre y le hace señas. El niño entrega la carta de manera cuidadosa a las  mujeres.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",Arturo Acevedo Villarino,1925,orden,obediencia,cercanos,00:36:50,00:37:56
coll184,184.jpg,lectura de la carta,Elegancia,Bajo el cielo antioqueño,Dos mujeres con trajes elegantes con sombreros y guantes se sientan en una silla de una plaza de un parque. Mujeres leen la carta con felicidad.,Mujer/mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,sorpresa,felicidad,cercanos,00:37:57,00:38:32
coll185,185.jpg,carta a padre,Subordinación,Bajo el cielo antioqueño,"Lina entra con sijilo a la oficina elegante de su padre y deja la carta de Alvaro. Se recuesta en el piso escondida de su padre. Su padre lee la carta y la arruga y tira al suelo. La mujer recoge la carta con tristeza, toma el teléfon y llama a su amado.",Padre/hija,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace explícita una situación en la que un sujeto con status político, económico o social realiza una acción que evidencia la subordinación. Por tanto, el sujeto subordinado se ve afectado negativamente. Esto demuestra la dominancia de un sujeto sobre otro a través de acciones, gestos o adjetivos que usa algún personaje.",Arturo Acevedo Villarino,1925,obstinacion,tristeza,distanciamedia,00:38:33,00:40:56
coll186,186.jpg,cementerio,Religiosidad,Bajo el cielo antioqueño,"Lina y su amiga entran en el cementerio  con flores en la mano, visten elegantes con guantes y sombreros y dejan flores en una tumba de su madre. Lina ve la tumba de su madre que tiene una lápida grande de Jesucristo en la cruz. Lina reza el padre nuestro mientras se apoya en la lápida de su madre. El fantasma de su madre aparece al otro lado de la lápida y las dos mujeres se van.",Mujer/mujer,Proimágenes,Image;StillImage,image/jpeg,es,"La religión católica es un valor clave para los personajes. Estos pueden estar rezando, visitando o participando de actividades católicas como una misa o proseción. También se presenta durante escenas en las que existe una presencia explícita de un representante de la iglesia católica.",Arturo Acevedo Villarino,1925,ritual,tristeza,cercanos,00:40:57,00:42:22
coll187,187.jpg,lina escribe carta,Introspección,Bajo el cielo antioqueño,Lina escribe en su diario.,none,Proimágenes,Image;StillImage,image/jpeg,es,"La introspección como discurso es usado sobre los personajes principales para demostrar su capacidad apreciativa, racional o contemplativa de algún fenómeno o problemática. Se suele desarrollar sobre personajes que tengan importancia sobre la trama, especialmente hombres o mujeres adinerados o con algún estatus social.",Arturo Acevedo Villarino,1925,afan,nerviosismo,none,00:42:23,00:43:12
coll188,188.jpg,escape,Modernidad,Bajo el cielo antioqueño,Alvaro baja de un auto en la puerta de la casa de Lina. Mientras tanto Lina se alista en su cuarto elegante. Toma un abrigo y empaca algunas cosas. Carlos se da cuenta de lo que sucede y se esconde detrás de un árbol para observar la situación. Lina sale de la casa a escondidas y sube en el auto con Alvaro para irse.,none,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Arturo Acevedo Villarino,1925,ocultamiento,cuidadosa,none,00:43:12,00:45:53
coll189,189.jpg,mendiga,Paternalista,Bajo el cielo antioqueño,Lina y Alvaro vestidos de manera elegante llegan a un lugar con más personas. Una mujer vestida de negro se lamenta frente a una columna y cae al suelo. Pide ayuda a la gente que camina pero nadie la socorre. Lina la escucha y cuando comprende su historia  Alvaro venda su brazo. Lina le entrega sus joyas.,Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Una figura de autoridad o estatus realiza una acción para imponer o demostrar autoridad. Por tanto, esto limita la autonomía de otro sujeto. Esto suele hacerse sin mostrar una mala intención directamente, es decir, los personajes de autoridad parecen actuar pensando en el bienestar del otro sujeto, aunque no tome en cuenta su opinión. Más bien, apela a reconocer las relaciones de poder, en otras palabras, a visibilizar quién puede ejercer el poder.",Arturo Acevedo Villarino,1925,mendicidad,debastación,cercanos,00:45:54,00:49:51
coll190,190.jpg,Arrepentimiento,miseria,Bajo el cielo antioqueño,"Dos hombres miran cómo Lina le da las joyas a la limosnera, se hacen señas de lo que pasa e identifican una posible victima de robo. Lina se va del lugar y toma un auto, Alvara va trás ella pero no logra alcanzar el auto.",Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Arturo Acevedo Villarino,1925,alerta,decision,lejanos,00:49:52,00:50:29
coll191,191.jpg,la burla,Servidumbre,Bajo el cielo antioqueño,"El padre se encuentra en su oficina leyendo un periódico cuando recibe una llamada de Carlos, quien está con dos mujeres que rién cuando cuelga la llamada. El padre llama a la empleada y le pide que llame a Lina. Ella no la encuentra en sus habitaciones, se ve preocupada y se lo anuncia a su padre. En ese momento entra Lina a la oficina y abraza a su padre.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",Arturo Acevedo Villarino,1925,busqueda,tranquilidad,distanciamedia,00:50:30,00:52:35
coll192,192.jpg,el robo,Violencia,Bajo el cielo antioqueño,"La mendiga está caminando por la calle cuando dos ladrones la atacan y asesinan, ella queda en el piso y ellos toman las joyas robadas.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Un acto de violencia física o verbal. Puede presentarse bajo una relación de poder, una madre y una hija, un rico y un pobre, un hombre o una mujer. También puede presentarse para demostrar un acto de masculinidad, de honor o defensa.",Arturo Acevedo Villarino,1925,robo,dolor,cercanos,00:52:36,00:53:29
coll193,193.jpg,el cadaver,Autoridad,Bajo el cielo antioqueño,Dos hombres de la policia que visten con trajes elegantes se acercan y revisan el cadaver de la mendiga. Varias personas lo observan también haciendo un circulo alrededo de su cuerpo. Dos plicias con trajes de policia están viendo la escena un poco más atrás del resto de personas. Los hombres que revisan el cuerpo encuentran un pañuelo que vendaba su brazo.,Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Acción, gesto o manifestación que transmite la autoridad de un sujeto sobre otros. Esto sucede sin demostrar las consecuencias de la autoridad sobre los subordinados. Incluso, puede que los subordinados se entiendan como sujetos pasivos o masas. Los demás personajes lo saludan de la mano, les dicen don o señor. Esto reafirma la autoridad de la persona o incluso el legado de la persona muerta.",Arturo Acevedo Villarino,1925,crimen,concentracion,cercanos,00:53:29,00:54:20
coll194,194.jpg,alvaro vuelve,none,Bajo el cielo antioqueño,"Alvaro vuelve al hotel borracho, abre su cuarto y se quita el abrigo y el sombrero. Se sienta en una silla.",none,Proimágenes,Image;StillImage,image/jpeg,es,none,Arturo Acevedo Villarino,1925,cansacio,ebrio,none,00:54:20,00:55:03
coll195,195.jpg,la pista,Autoridad,Bajo el cielo antioqueño,"El inspector de policia revisa el pañuelo que tenía el cadaver, este tenia el hombre de Alvaro Mejía. Le da una carta a otro hombre y le ordena capturar a Alvaro.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Acción, gesto o manifestación que transmite la autoridad de un sujeto sobre otros. Esto sucede sin demostrar las consecuencias de la autoridad sobre los subordinados. Incluso, puede que los subordinados se entiendan como sujetos pasivos o masas. Los demás personajes lo saludan de la mano, les dicen don o señor. Esto reafirma la autoridad de la persona o incluso el legado de la persona muerta.",Arturo Acevedo Villarino,1925,esclarecimiento,seriedad,distanciamedia,00:55:04,00:56:18
coll196,196.jpg,la captura,Subordinación,Bajo el cielo antioqueño,"Un policia y un hombre conversan, el policia lo saluda con su saludo militar. El hombre procede a golpear la puerta de Alvaro. Al entrar Alvaro está sentado, mientras el hombre le dice que está siendo arrestado. Alvaro se pone de pie, toma su sombrero y abrigo mientras el niño sirviente ve la escena, lo empuja el inspector y se queda llorando el niño.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace explícita una situación en la que un sujeto con status político, económico o social realiza una acción que evidencia la subordinación. Por tanto, el sujeto subordinado se ve afectado negativamente. Esto demuestra la dominancia de un sujeto sobre otro a través de acciones, gestos o adjetivos que usa algún personaje.",Arturo Acevedo Villarino,1925,captura,angustia,distanciamedia,00:56:19,00:58:13
coll197,197.jpg,el interrogatorio,Subordinación,Bajo el cielo antioqueño,Alvaro llega a la comisaria de policia donde es interrogado por el inspectos de policia. Alvaro se toma del cabello mientras recuerda a Lina con amor.,Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Se hace explícita una situación en la que un sujeto con status político, económico o social realiza una acción que evidencia la subordinación. Por tanto, el sujeto subordinado se ve afectado negativamente. Esto demuestra la dominancia de un sujeto sobre otro a través de acciones, gestos o adjetivos que usa algún personaje.",Arturo Acevedo Villarino,1925,interrogatorio,angustia,distanciamedia,00:58:14,00:59:51
coll198,198.jpg,lina pasea,Elegancia,Bajo el cielo antioqueño,"Lina está sentada en una mesedora leyendo, se levanta de la silla y mira al horizonte (un paisaje de arboles y al fondo una ciudad). Lina camina y abre una sombrila mientras pasea por un jardín lleno de árboles. Se encuentra con un hombre que le da un bolso.",none,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,introspeccion,pensativa,none,00:59:51,01:02:00
coll199,199.jpg,amor de campesinos y lina,Ruralidad,Bajo el cielo antioqueño,"Un campesino, que viste con una camisa blanca y tiene machete en el pantalón, saluda a una campesina quitándose el sombrero, deja su herramienta y ambos se sientan en el pasto. La campesina viste con un vestido claro y un trapo en su cabello. Lina se encuentra con los campesinos que se ponen de pie al verla, ella ríe y le pide un beso a la campesina. La campesina corre, el campesino carga su herramienta de arar tierra camina junto a Lina. La campesina llega donde otr campesina que está ordeñando una vaca y se recuesta en la vaca, la otra compesina le da un poco de leche. Luego de tomar todos ríen y Lina se limpia la cara.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Arturo Acevedo Villarino,1925,bondad,felicidad,cercanos,01:02:01,01:04:26
coll200,200.jpg,quema de la noticia,Servidumbre,Bajo el cielo antioqueño,"un mayormodo le trae el periodico a el padre y se retira. El padre que viste de corbata y camisa lee el periodico, se entera del proceso penal contra Alvaro y  le ordena al mayordomo que solo le entrege el periodico a él. El padre quemó el periódico en un jardín.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se plasma en la interacción de personajes principales y secundarios. Los secundarios suelen ser sirvientes o empleados de los principales, cumplen funciones de ayudar, traer cosas, cumplir ordenes, servir comida o bebida. Esto es una muestra de que los personajes principales tienen un status mayor y pueden tener subordinados. Estos no suelen ser relevantes para la trama, aunque si llegan a tener un mayor protagonismo están atados a las decisiones o deseos de los personajes principales.",Arturo Acevedo Villarino,1925,alerta,preocupacion,distanciamedia,01:04:27,01:06:35
coll201,201.jpg,toman cafè,Elegancia,Bajo el cielo antioqueño,"Lina y su padre beben café en la terraza de su casa, muy elegante con tetera, un perro y posillos de porcelana en un jardínn con plantas.",Rico/rico,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,consciencia,elegancia,cercanos,01:06:36,01:07:28
coll202,202.jpg,cultivo de cafe,Trabajo,Bajo el cielo antioqueño,"Campesinos siembran semillas, cuidan las plantas, trabajan en el campo, recogen frutos y cargan los granos en carretillas. También muchos trabajadores aran la tierra con asadones y una garlancha, también palean la tierra. Los campesinos echan el café en costales y los suben a burros para transporlarlos, también a camiones.",Pobre/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"El trabajo manual y de fuerza suele ser desempeñado por hombres no enriquecidos. Suelen tener un patrón o una figuta de autoridad que los vigila. Sus movimientos son bruscos y demuestran fuerza, también suelen tener contacto con la tierra o con animales grandes. Suelen usarse como imágenes de transición o demostración de un oficio o trabajo, pero no como algo que cambie la trama o sea significativo, más bien son escenas de transición.",Arturo Acevedo Villarino,1925,trabajo,empeño,distanciamedia,01:07:29,01:10:11
coll203,203.jpg,lina consiente perro,none,Bajo el cielo antioqueño,Lina consiente al perro en su terraza.,none,Proimágenes,Image;StillImage,image/jpeg,es,none,Arturo Acevedo Villarino,1925,none,none,none,01:10:11,01:10:22
coll204,204.jpg,bodas campesinas,Distinción,Bajo el cielo antioqueño,"Los campesinos que visten con ropas típicas, acompañados de una banda, saludan con sus sombresos a Lina y su padre que los observan desde un balcón. Los campesinos bailan bambuco, es una boda campesina. Luego del baile toman copas y brindan mirando hacia arriba, hacia el balcón donde está Lina y su padre.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Arturo Acevedo Villarino,1925,tradicion,felicidad,lejanos,01:10:22,01:12:51
coll205,205.jpg,llega rocio y pasean a caballo,Elegancia,Bajo el cielo antioqueño,"Rocío, una amiga de Lina, llega a la finca montando un carruaje impulsado por caballos. La recibe el padre de Lina, la toma de la mano y la lleva con Lina. Ambas se abrazan. Abren sus sombrillas y corren por un terreno. Las mujeres montan a caballo, visten de traje, corbata y sombrero. Lina recuerda cómo los hombres arrean el ganado, hay un hombre con vestimenta típica de antioquia, sombrero, camisa blanca, carriel y chompo.",Mujer/mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,encuentro,felicidad,cercanos,01:12:52,01:16:32
coll206,206.jpg,paseo en barco por magdalena,Elegancia,Bajo el cielo antioqueño,"Un mayordomo sirve dos vasos con los que brindan Lina y su padre. En el fondo se ven dos trajadores del barco, uno de ellos limpia una mesa. Lina y su padre suben al barco donde se ven más pasajeros, todos vestidos de blanco de manera elegante. Se muestran imagenes del barco navegando por el rio magdalena.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso suele usarse como un valor clave de las clases altas. Estos personajes tienen ropas elegantes, gestos de cuidado y refinamiento con la comida, bebida, saludos, baile, etc. Sus actividades también son claves para este discurso: montar en auto, pasear por jardines, leer el diario, montar a caballo para dar un paseo, etc.",Arturo Acevedo Villarino,1925,elegancia,elegancia,distanciamedia,01:16:33,01:19:56
coll207,207.jpg,lina se entera de noticia de alvaro,Rebeldía,Bajo el cielo antioqueño,"Varios hombres de traje y sombrero leen un periódico y conversan. uno de los periódicos llega a manos de Lina. Atrás de ella están varias personas que visten elegantes. Cuando Lina se entera del proceso pena contra Alvaro baja del barco y se cae, escribe una carta y toma un tren.",none,Proimágenes,Image;StillImage,image/jpeg,es,"Un sujeto subordinado realiza una acción que desafía la autoridad de una estructura económica, política, social o cultural. Esto puede presentarse a través de la burla, el escape, golpes físicos o discursos verbales.",Arturo Acevedo Villarino,1925,noticia,preocupacion,none,01:19:57,01:21:03
coll208,208.jpg,cuentan noticia,none,Bajo el cielo antioqueño,"Varias personas se presentan, todas vestidas elegante. Dos hombres miran a Lina caminar en la calle. Dos hombres discuten en una cabina de tren mientras viajan.",none,Proimágenes,Image;StillImage,image/jpeg,es,none,Arturo Acevedo Villarino,1925,none,none,none,01:21:04,01:22:49
coll209,209.jpg,encuentran a ladrones,miseria,Bajo el cielo antioqueño,"Los ladrones de joyas entran a una casa con la ayuda de otra persona. un detective los sigue. Los ladrones entran por los techos a una casa abandonada, allí desentierran las joyas que habían robado. El detective se da cuenta de esto y entra a la casa mientras los apunta con un arma, forcejean en el suelo y el detective logra ganarles. Entran dos policias por los techos y capturan a los ladrones, les atan las manos.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Arturo Acevedo Villarino,1925,captura,seriedad,cercanos,01:22:49,01:26:57
coll210,210.jpg,juicio de alvaro,Modernidad,Bajo el cielo antioqueño,"En una sala de audiencias llena de hombres de vestidos de traje, un hombre lee. Alvaro es el enjuiciado y está sentado en una silla, él piensa en Jesús y se muestra una imagende Jesús con la corona de espinas y sangre sobre su rostro.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso es usado sobre representaciones que aluden mayoritariamente a la experiencia urbana de los personajes. Es decir, se concentra en cómo los personajes se desarrollan con simbolos o elementos que demuestran un desarrollo económico, social y político de caracter moderno. Estos pueden presentarse en modales, objetos como los autos, la ropa, instituciones o profesiones.",Arturo Acevedo Villarino,1925,juicio,preocupacion,distanciamedia,01:26:58,01:28:33
coll211,211.jpg,testimonio de lina,miseria,Bajo el cielo antioqueño,Lina entra al juicio de Alvaro y da su testimonio sobre cuando regaló sus joyas a la mendiga y los dos hombres de mal aspecto que vio.,Hombre/Mujer,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se suele mostrar en los diálogos de los personajes o en la situación en la que está inmersa especialmente un personaje secundario. Las condiciones materiales de los personajes pueden ser de pobreza, condición de calle, ausencia de ropas, zapatos, comida, etc. También puede ser aplicado este discurso por las descripciones despectivas que hace un personaje de otro refiriendo a un aspecto de su condición material. Estos suelen adjetivos o sustantivos como: infeliz o desgraciado.",Arturo Acevedo Villarino,1925,testimonio,seriedad,distanciamedia,01:28:34,01:28:59
coll212,212.jpg,suspencion de audiencia falsa,Rabia,Bajo el cielo antioqueño,"Uno de los hombres de la audiencia decide suspender el juicio, pero no todos están de acuerdo con que el testimonio de Lina sea suficiente. Un hombre aplaude en las gradas del tribunal y el niño sirviente de Alvaro lo mira con rabia.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"este es un elemento clave para entender cómo los personajes expresan sus emociones, sobre todo porque los hombres son quienes parecen ejercer la rabia. La rabia se expresa de manera violenta mayoritariamente, pero no únicamente contra otra persona, sino contra objetos o con gestos particularmente acreditados a los personajes masculinos.",Arturo Acevedo Villarino,1925,conflicto,desprecio,cercanos,01:29:00,01:30:17
coll213,213.jpg,verdaderos culpables,Distinción,Bajo el cielo antioqueño,"Dos policias con uniforme traen a los ladrones al juicio. El detective le da las joyas robadas al juez y este le pregunta a Lina si son las joyas robadas. Ella afirma que sí. Todos los hombres de traje del juzgado, el juez y los abogados que están muy elegantes, están hablando de pie con Lina. El juez interroga a los ladrones. Los ladrones con ropas desprolijas y dos policias con uniforme atra´s de ellos confiesan. Alvaro, el hombre blanco alto le da la mano al juez. El hombre que estaba en contra de Alvaro durante toda la sesión judicial se levanta y cuando da un paso el niño sirviente de Alvaro lo hace caer.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este discurso se hace evidente cuando en la escena se separan grupos poblacionales en el espacio fílmico. Esto quiere decir que, sea un grupo grande o pequeño, se dividen lado a lado. Esto puede suceder con hombres y mujeres o ricos y pobres.",Arturo Acevedo Villarino,1925,esclarecimiento,seriedad,cercanos,01:30:18,01:32:40
coll214,214.jpg,llevan a culpables a carcel y llevan a lina,Autoridad,Bajo el cielo antioqueño,"La policia con uniformes empuja y arrastra a los ladrones a la carcel. Cuando entras en la carcel los golpean, ellos pelean un poco con empujones. Los policias y los ladrones (que están vestidos con ropas desprolijas) caminan en medio de dos lineas de presos que están burlándose de los nuevos reclusos. El detective que siguió el caso se enciende un cigarro y un policia de uniforme le trae una carta mientras otros policias vigilan detrás de él.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Acción, gesto o manifestación que transmite la autoridad de un sujeto sobre otros. Esto sucede sin demostrar las consecuencias de la autoridad sobre los subordinados. Incluso, puede que los subordinados se entiendan como sujetos pasivos o masas. Los demás personajes lo saludan de la mano, les dicen don o señor. Esto reafirma la autoridad de la persona o incluso el legado de la persona muerta.",Arturo Acevedo Villarino,1925,autoridad,seriedad,cercanos,01:32:40,01:34:54
coll215,215.jpg,alvaro llega a casa,Paternalista,Bajo el cielo antioqueño,"Alvaro ve al niño sirviente abrazado a sus piernas. Alvaro llega a su casa con el niño sirviente, se sienta en una silla y el niño hace señas de cansancio. Alvaro toma un pañuelo y limpia su cara.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Una figura de autoridad o estatus realiza una acción para imponer o demostrar autoridad. Por tanto, esto limita la autonomía de otro sujeto. Esto suele hacerse sin mostrar una mala intención directamente, es decir, los personajes de autoridad parecen actuar pensando en el bienestar del otro sujeto, aunque no tome en cuenta su opinión. Más bien, apela a reconocer las relaciones de poder, en otras palabras, a visibilizar quién puede ejercer el poder.",Arturo Acevedo Villarino,1925,encuentro,alivio,cercanos,01:34:54,01:35:37
coll216,216.jpg,padre y lina en campo,Ruralidad,Bajo el cielo antioqueño,"Lina pasa entre los campesinos que están vestidos con ropas típicas, sombreros, camisas y vestidos de flores. Lina toca auna muje campesina del hombro y está sonríe. Lina toma un fruto de una planta y se lo lanza a la boca de una campesina, la campesina hace lo mismo .",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"Este concepto permite comprender las representaciones de hombres o mujeres en la ruralidad. Estas personas no suelen ser elegantes, ni utilizar autos o ropas elegantes. Más bien, parecen usar ropas modestas y andar a caballo o a píe. No se saludan de la mano necesariamente y tienen gestos más toscos, también usan palabras específicas de la ruralidad en sus diálogos. Es una propuesta que se postura en contraposición a la elegancia y la modernidad.",Arturo Acevedo Villarino,1925,trabajo,felicidad,distanciamedia,01:35:38,01:36:55
coll217,217.jpg,pelea,Violencia,Bajo el cielo antioqueño,"Alvaro va al banco y un banquero a través de una ventana le muestra que no tiene dinero en su cuenta. Alvaro entra en un ascensor donde hay un botones que le permite subir. Alvaro entra a una habitación donde están dos hombres, le da un puñetazo a uno y estrecha la mano de otro.",Hombre/hombre,Proimágenes,Image;StillImage,image/jpeg,es,"Un acto de violencia física o verbal. Puede presentarse bajo una relación de poder, una madre y una hija, un rico y un pobre, un hombre o una mujer. También puede presentarse para demostrar un acto de masculinidad, de honor o defensa.",Arturo Acevedo Villarino,1925,conflicto,honor,distanciamedia,01:36:56,01:40:03
coll218,218.jpg,cheque,Solidaridad/apoyo,Bajo el cielo antioqueño,"Alvaro y el detective se sientan en una mesa donde el hombre le da un papel a Alvaro y un bolígrafo, Alvaro firma. El detective le hace un cheque a Alvaro y este se pone de pie y le da la mano.",Rico/pobre,Proimágenes,Image;StillImage,image/jpeg,es,"El apoyo o la solidaridad puede presentarse entre hombres o entre mujeres mayoritariamente. Suele representarse a través de consejos, compañía para realizar acciones o complicidades. En este discurso no suele haber una relación de poder que interceda, es decir, los personajes son pares.",Arturo Acevedo Villarino,1925,negociacion,agradecimiento,distanciamedia,01:40:04,01:41:12
